troop_id,name_singular,name_plural
village_203_elder,Local_Leader,{!}village_1_elder
village_204_elder,Local_Leader,{!}village_1_elder
village_205_elder,Local_Leader,{!}village_1_elder
village_206_elder,Local_Leader,{!}village_1_elder
village_207_elder,Local_Leader,{!}village_1_elder
village_208_elder,Local_Leader,{!}village_1_elder
village_209_elder,Local_Leader,{!}village_1_elder
village_210_elder,Local_Leader,{!}village_1_elder
village_211_elder,Local_Leader,{!}village_1_elder
village_212_elder,Local_Leader,{!}village_1_elder
village_213_elder,Local_Leader,{!}village_1_elder
village_214_elder,Local_Leader,{!}village_1_elder
village_215_elder,Local_Leader,{!}village_1_elder
village_216_elder,Local_Leader,{!}village_1_elder
village_217_elder,Local_Leader,{!}village_1_elder
village_218_elder,Local_Leader,{!}village_1_elder
village_219_elder,Local_Leader,{!}village_1_elder
village_220_elder,Local_Leader,{!}village_1_elder
village_221_elder,Local_Leader,{!}village_1_elder
village_222_elder,Local_Leader,{!}village_1_elder
village_223_elder,Local_Leader,{!}village_1_elder
village_224_elder,Local_Leader,{!}village_1_elder
village_225_elder,Local_Leader,{!}village_1_elder
village_226_elder,Local_Leader,{!}village_1_elder
village_227_elder,Local_Leader,{!}village_1_elder
village_228_elder,Local_Leader,{!}village_1_elder
village_229_elder,Local_Leader,{!}village_1_elder
village_230_elder,Local_Leader,{!}village_1_elder
village_231_elder,Local_Leader,{!}village_1_elder
village_232_elder,Local_Leader,{!}village_1_elder
village_233_elder,Local_Leader,{!}village_1_elder
village_234_elder,Local_Leader,{!}village_1_elder
village_235_elder,Local_Leader,{!}village_1_elder
village_236_elder,Local_Leader,{!}village_1_elder
village_237_elder,Local_Leader,{!}village_1_elder
village_238_elder,Local_Leader,{!}village_1_elder
village_239_elder,Local_Leader,{!}village_1_elder
village_240_elder,Local_Leader,{!}village_1_elder
village_241_elder,Local_Leader,{!}village_1_elder
village_242_elder,Local_Leader,{!}village_1_elder
village_243_elder,Local_Leader,{!}village_1_elder
village_244_elder,Local_Leader,{!}village_1_elder
village_245_elder,Local_Leader,{!}village_1_elder
village_246_elder,Local_Leader,{!}village_1_elder
village_247_elder,Local_Leader,{!}village_1_elder
village_248_elder,Local_Leader,{!}village_1_elder
village_249_elder,Local_Leader,{!}village_1_elder
village_250_elder,Local_Leader,{!}village_1_elder
village_251_elder,Local_Leader,{!}village_1_elder
village_252_elder,Local_Leader,{!}village_1_elder
village_253_elder,Local_Leader,{!}village_1_elder
village_254_elder,Local_Leader,{!}village_1_elder
village_255_elder,Local_Leader,{!}village_1_elder
village_256_elder,Local_Leader,{!}village_1_elder
village_257_elder,Local_Leader,{!}village_1_elder
merchants_end,merchants_end,merchants_end
town_1_master_craftsman,{!}Town 1 Craftsman,{!}Town 1 Seneschal
town_2_master_craftsman,{!}Town 2 Craftsman,{!}Town 2 Seneschal
town_3_master_craftsman,{!}Town 3 Craftsman,{!}Town 3 Seneschal
town_4_master_craftsman,{!}Town 4 Craftsman,{!}Town 4 Seneschal
town_5_master_craftsman,{!}Town 5 Craftsman,{!}Town 5 Seneschal
town_6_master_craftsman,{!}Town 6 Craftsman,{!}Town 6 Seneschal
town_7_master_craftsman,{!}Town 7 Craftsman,{!}Town 7 Seneschal
town_8_master_craftsman,{!}Town 8 Craftsman,{!}Town 8 Seneschal
town_9_master_craftsman,{!}Town 9 Craftsman,{!}Town 9 Seneschal
town_10_master_craftsman,{!}Town 10 Craftsman,{!}Town 10 Seneschal
town_11_master_craftsman,{!}Town 11 Craftsman,{!}Town 11 Seneschal
town_12_master_craftsman,{!}Town 12 Craftsman,{!}Town 12 Seneschal
town_13_master_craftsman,{!}Town 13 Craftsman,{!}Town 13 Seneschal
town_14_master_craftsman,{!}Town 14 Craftsman,{!}Town 14 Seneschal
town_15_master_craftsman,{!}Town 15 Craftsman,{!}Town 14 Seneschal
town_16_master_craftsman,{!}Town 16 Craftsman,{!}Town 14 Seneschal
town_17_master_craftsman,{!}Town 17 Craftsman,{!}Town 14 Seneschal
town_18_master_craftsman,{!}Town 18 Craftsman,{!}Town 14 Seneschal
town_19_master_craftsman,{!}Town 19 Craftsman,{!}Town 14 Seneschal
town_20_master_craftsman,{!}Town 20 Craftsman,{!}Town 14 Seneschal
town_21_master_craftsman,{!}Town 21 Craftsman,{!}Town 14 Seneschal
town_22_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_23_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_24_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_25_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_26_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_27_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_28_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_29_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_30_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_31_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_32_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_33_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_34_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_35_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_36_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_37_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_38_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_39_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_40_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_41_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_42_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_43_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_44_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_45_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_46_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_47_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_48_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_49_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_50_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_51_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
town_52_master_craftsman,{!}Town 22 Craftsman,{!}Town 14 Seneschal
zendar_chest,{!}Zendar Chest,{!}Zendar Chest
tutorial_chest_1,{!}Melee Weapons Chest,{!}Melee Weapons Chest
tutorial_chest_2,{!}Ranged Weapons Chest,{!}Ranged Weapons Chest
bonus_chest_1,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_2,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_3,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_4,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_5,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_6,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_7,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_8,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_9,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_10,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_11,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_12,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_13,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_14,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_15,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_16,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_17,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_18,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_19,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_20,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_21,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_22,{!}Bonus Chest,{!}Bonus Chest
bonus_chest_23,{!}Bonus Chest,{!}Bonus Chest
household_possessions,{!}household_possessions,{!}household_possessions
temp_array_a,{!}temp_array_a,{!}temp_array_a
temp_array_b,{!}temp_array_b,{!}temp_array_b
temp_array_c,{!}temp_array_c,{!}temp_array_c
province_array,{!}province_array,{!}province_array
temp_array_olympia_a,{!}temp_array_a,{!}temp_array_a
temp_array_olympia_b,{!}temp_array_b,{!}temp_array_b
temp_array_olympia_c,{!}temp_array_c,{!}temp_array_c
olympia_participants,{!}olympia_participants,{!}olympia_participants
stack_selection_amounts,{!}stack_selection_amounts,{!}stack_selection_amounts
stack_selection_ids,{!}stack_selection_ids,{!}stack_selection_ids
notification_menu_types,{!}notification_menu_types,{!}notification_menu_types
notification_menu_var1,{!}notification_menu_var1,{!}notification_menu_var1
notification_menu_var2,{!}notification_menu_var2,{!}notification_menu_var2
banner_background_color_array,{!}banner_background_color_array,{!}banner_background_color_array
local_merchant,Local Merchant,Local Merchants
tax_rebel,Peasant Rebel,Peasant Rebels
trainee_peasant,Peasant,Peasants
fugitive,Nervous Man,Nervous Men
belligerent_drunk,Belligerent Drunk,Belligerent Drunks
hired_assassin,Hired Assassin,Hired Assassin
spy,Ordinary Townsman,Ordinary Townsmen
spy_partner,Unremarkable Townsman,Unremarkable Townsmen
nurse_for_lady,Nurse,Nurse
temporary_minister,Minister Septimus Homunculus,Minister Septimus Homunculus
quick_battle_6_player,Drop items (will be lost),Drop items (will be lost)
multiplayer_end,{!}multiplayer_end,{!}multiplayer_end
log_array_entry_type,{!}Local Merchant,{!}Local Merchant
log_array_entry_time,{!}Local Merchant,{!}Local Merchant
log_array_actor,{!}Local Merchant,{!}Local Merchant
log_array_center_object,{!}Local Merchant,{!}Local Merchant
log_array_center_object_lord,{!}Local Merchant,{!}Local Merchant
log_array_center_object_faction,{!}Local Merchant,{!}Local Merchant
log_array_troop_object,{!}Local Merchant,{!}Local Merchant
log_array_troop_object_faction,{!}Local Merchant,{!}Local Merchant
log_array_faction_object,{!}Local Merchant,{!}Local Merchant
quick_battle_troop_1,Eques,Eques
quick_battle_troop_2,Gladiatrix,Gladiatrix
quick_battle_troop_3,Thraex,Thraex
quick_battle_troop_4,Retiarius,Retiarius
quick_battle_troop_5,Murmillo,Murmillo
quick_battle_troop_6,Sagittarius,Sagittarius
quick_battle_troop_7,Spartacus,Spartacus
quick_battle_troop_8,Boudica,Boudica
quick_battle_troop_9,Germanicus,Germanicus
quick_battle_troop_10,Jugurtha,Jugurtha
global_variables,trp_global_variables,trp_global_variables
roman_start_merchant,Gaius Lucarius,Gaius Lucarius
superbus,Superbus,Superbus
avaritia,Avaritia,Avaritia
quest_miles,Miles,Miles
quest_primus_pilus,Primus Pilus,Primus Pilus
quest_centurio_primus,Centurio Primi Ordinis,Centurio primi Ordinis
quest_tiro,Tiro,Tiro
looter_leader,Robber,Looters
relative_of_merchant,Merchant's Brother,{!}Prominent
dplmc_chamberlain,Quaestor,Quaestor
dplmc_constable,Custos Publicus,Custos Publicus
dplmc_chancellor,Censor,Censor
dplmc_messenger,Messenger,Messengers
dplmc_scout,Scout,Scouts
slave,Servus,Servi
slave_roman,Servus Romanus,Servi Romani
slave_dacian,Servus Dacicus,Servi Dacici
slave_thracian,Servus Thracicus,Servi Thracici
slave_celt,Servus Celticus,Servi Celtici
slave_sarmatian,Servus Sarmaticus,Servi Sarmatici
slave_germanic,Servus Germanicus,Servi Germanici
slave_caucasian,Servus Caucasicus,Servi Caucasici
slave_parthian,Servus Parthicus,Servi Parthici
slave_persian,Servus Persicus,Servi Persici
slave_judean,Servus Iudaeus,Servi Iudaei
slave_bosporan,Servus Bosporanus,Servi Bosporani
slave_arabian,Servus Arabicus,Servi Arabici
slave_berber,Servus Maurus,Servi Mauri
slave_garmantian,Servus Garamanticus,Servi Garamantici
slave_nubian,Servus Nubianus,Servi Nubiani
slave_saka,Servus Sacae,Servi Sacae
slave_greek,Servus Graecus,Servi Graeci
slave_illyrian,Servus Illyricus,Servi Illyrici
slave_hispanic,Servus Hispanicus,Servi Hispanici
slave_gaul,Servus Gallicus,Servi Gallici
slave_egyptian,Servus Aegyptius,Servi Aegyptii
slave_syrian,Servus Syrus,Servi Syri
slave_eastern,Servus Orientalis,Servi Orientales
slave_galatian,Servus Galaticus,Servi Galatici
slave_mine,Servus,Servi
slave_female,Serva,Servae
slave_female_roman,Serva Romana,Servae Romanae
slave_female_dacian,Serva Dacica,Servae Dacicae
slave_female_thracian,Serva Thracica,Servae Thracicae
slave_female_celt,Serva Celtica,Servae Celticae
slave_female_galatian,Serva Galatica,Servae Galaticae
slave_female_sarmatian,Serva Sarmatica,Servae Sarmaticae
slave_female_germanic,Serva Germanica,Servae Germanicae
slave_female_caucasian,Serva Caucasica,Servae Caucasicae
slave_female_parthian,Serva Parthica,Servae Parthicae
slave_female_persian,Serva Persica,Servae Persicae
slave_female_judean,Serva Iudaea,Servae Iudaeae
slave_female_bosporan,Serva Bosporana,Servae Bosporanae
slave_female_arabian,Serva Arabica,Servae Arabicae
slave_female_berber,Serva Maura,Servae Maurae
slave_female_garmantian,Serva Garamantica,Servae Garamanticae
slave_female_nubian,Serva Nubiana,Servae Nubianae
slave_female_saka,Serva Saca,Servae Sacae
slave_female_greek,Serva Graeca,Servae Graecae
slave_female_illyrian,Serva Illyrica,Servae Illyricae
slave_female_hispanic,Serva Hispanica,Servae Hispanicae
slave_female_gaul,Serva Gallica,Servae Gallicae
slave_female_egyptian,Serva Aegyptia,Servae Aegyptiae
slave_female_syrian,Serva Syra,Servae Syrae
slave_female_eastern,Serva Orientalis,Servae Orientales
orgie_fem1,Salvation,Salvation
orgie_fem2,Participant in an orgy,Participants in an orgy
orgie_fem3,Participant in an orgy,Participants in an orgy
orgie_fem4,Incontinentia Buttocks,Incontinentia Buttocks
orgie_male1,Participant in an orgy,Participants in an orgy
dancer1,Dancer,Dancers
orgie_male1_kissing,Noble,Noble
orgie_fem_kissing,Dancer,Dancer
tavern_npc1,Tavern Patron,Tavern Patrons
tavern_npc1_afr,Tavern Patron,Tavern Patrons
tavern_npc1_arab,Tavern Patron,Tavern Patrons
whore,Lupa,Lupae
groupie,Groupie,Groupies
guest,Civis,Civis
guest_female,Civis,Civis
roman_priest_female,Sacerdos,Sacerdotes
roman_priest,Sacerdos,Sacerdotes
jewish_priest,Kohen,Kohanim
christian_priest,Priest,Priests
norse_priest,Gudjaen,Gudjaeniz
celtic_druid,Draid,Draoidhean
dacian_priest,Ziratos,Ziratoi
sarmatian_sky_priest,Asman-magus,Asman-magun
sarmatian_priest,Enaree,Enarei
caucasian_priest,Kadagi,Kadagi
armenian_priest,K'urm,K'rmerk'
persian_priest,Mobad,Mobad
arabian_priest,Afkal,Afkal
berber_priest,Amussnaw,Imussnawen
garamantian_priest,W'b n Jmn,W'bw n Jmn
nubian_priest,Pelmos Apedemakli,Pelmosli Apedemakli
healer,Physican,Physicans
healer_2,Physican,Physicans
guest_sitting,Civis,Civis
dacian_deserter,Desertor Dacus,Desertores Daci
briton_deserter,Desertor Celticus,Desertores Celtici
sarmatian_deserter,Desertor Sarmata,Desertores Sarmatae
germanic_deserter,Desertor Germanicus,Desertores Germani
caucasian_deserter,Desertor Caucasicus,Desertores Caucasici
parthian_deserter,Desertor Parthus,Desertores Parthi
judean_deserter,Desertor Iudaeus,Desertores Iudaei
roman_deserter,Desertor Romanus,Desertores Romani
syrian_deserter,Desertor Syricus,Desertores Syrici
arabian_deserter,Desertor Arabicus,Desertores Arabici
berber_deserter,Desertor Maurus,Desertores Mauri
garamantian_deserter,Desertor Garamans,Desertores Garamantes
nubian_deserter,Desertor Nubianus,Desertores Nubiani
saka_deserter,Sacae Desertor,Sacae Desertores
egyptian_deserter,Desertor Aegyptius,Desertores Aegyptii
asturias_veteran,Ghost,Ghosts
greek_scholar,Archippus the Scholar,Archippus the Scholars
roman_scholar,Marcus Gaius Cassius,Marcus Gaius Cassius
military_adviser,"Titus Livius, Military Adviser",Titus Livius
financial_adviser,"Primus Horatius, Financial Adviser",Primus Horatius
diplomatic_adviser,"Servius Sextus, Political Adviser",Servius Sextus
diplomat_parthia,Arsaces,Diplomats
diplomat_eastern,Kashta,Diplomats
diplomat_africa,Gar Daram Senur,Diplomats
diplomat_india,Kanishka,Diplomats
housholder,Housekeeper,Housekeepers
player_camp_chest_1,player_camp_chest_1,player_camp_chest_1
player_camp_chest_2,player_camp_chest_2,player_camp_chest_2
player_camp_chest_3,player_camp_chest_3,player_camp_chest_3
player_camp_chest_end,player_camp_chest_end,player_camp_chest_end
sisyphus,Sisyphus,Sisyphus
herakles,Herakles,Herakles
achilleus,Achilleus,Achilleus
agamemnon,Agamemnon,Agamemnon
odysseus,Odysseus,Odysseus
wahrsager,Teiresias,Teiresias
doccinga_torturador,Torturer,Torturers
petronius,Petronius,Petronius
memercius,Memercius,Memercius
muscullus,Musculus,Muscullus
christ,Stranger,Stranger
christ_fem,Stranger,Stranger
merchant1,Ogolus the tailor,Ogolus the tailor
merchant2,Merchant,Merchants
merchant3,Merchant,Merchants
merchant4,Gaius Marius,Gaius Marius
merchant5,Merchant,Merchants
merchant6,Merchant,Merchants
merchant7,Merchant,Merchants
merchant8,Merchant,Merchants
prisoner,Prisoner,Prisoners
kasius,Kasius,Kasius
orchon,Orchon,Orchon
mine_boss,Foreman,Foremen
pythia,Pythia,Pythia
lykos,Lykos,Lykos
organiser,Eystachus,Eystachus
housholder2,Marcus Tertius,Marcus Tertius
household_villa,{!}household_possessions_villa,{!}household_possessions_villa
array_villa_feast,{!}Local Merchant,{!}Local Merchant
slavic_king,Karovit,Karovit
danish_king,Arluf,Arluf
irish_king,Mogha,Mogha
nubian_king,Amanitore,Amanitore
arabian_king,Malik Malichus,Malik Malichus
garamantian_king,Gadarat,Gadarat
gaetulian_king,Takfarin,Takfarin
georgian_king,Khachik,Khachik
saka_king,Skunxa the Great,Skunxa the Great
gaetulian_queen,Farina,Farina
arabian_queen,Sheikha Shaqilath,Sheikha Shaqilath
garamantian_queen,Darta,Darta
arab_richmerchant,Merchant,Merchants
arab_poormerchant,Merchant,Merchants
african_richmerchant,Merchant,Merchants
african_poormerchant,Merchant,Merchants
caucasian_richmerchant,Merchant,Merchants
caucasian_poormerchant,Merchant,Merchants
germanic_richmerchant,Merchant,Merchants
germanic_poormerchant,Merchant,Merchants
celtic_richmerchant,Merchant,Merchants
celtic_poormerchant,Merchant,Merchants
saka_richmerchant,Merchant,Merchants
saka_poormerchant,Merchant,Merchants
saka_tavernkeeper,Tavernkeeper,Tavernkeepers
african_tavernkeeper,Tavernkeeper,Tavernkeepers
arab_tavernkeeper,Tavernkeeper,Tavernkeepers
celtic_tavernkeeper,Tavernkeeper,Tavernkeepers
germanic_tavernkeeper,Tavernkeeper,Tavernkeepers
caucasian_tavernkeeper,Tavernkeeper,Tavernkeepers
nurse_african,Nurse,Nurse
slave_trader_judean,Ioudaios Doulemporos,Ioudaioi Doulemporoi
slave_trader_saka,Sakes Doulemporos,Sakai Doulemporoi
slave_trader_alans,Alanos Doulemporos,Alanoi Doulemporoi
slave_trader_hispanic,Iber Doulemporos,Iberes Doulemporoi
slave_trader_illyrian,Illyrios Doulemporos,Illyrioi Doulemporoi
slave_trader_sea_raiders,Peirates Doulemporos,Peiratai Doulemporoi
slave_trader_black_sea,Pontikos Doulemporos,Pontikoi Doulemporoi
slave_trader_arab,Araps Doulemporos,Arabes Doulemporoi
slave_trader_egyptian,Aigyptios Doulemporos,Aigyptioi Doulemporoi
slave_trader_nubian,Aithiops Doulemporos,Aithiopes Doulemporoi
slave_trader_nabatean,Nabataios Doulemporos,Nabataioi Doulemporoi
slave_trader_garamantian,Garamas Doulemporos,Garamantes Doulemporoi
slave_trader_gaetulian,Gaitoulos Doulemporos,Gaitouloi Doulemporoi
slave_trader_bandit,Lestes Doulemporos,Lestai Doulemporoi
gladiator_euqes,Eques,Eques
gladiator_murmillo,Murmillo,Murmillo
gladiator_thraex,Thraex,Thraex
gladiator_retiarius,Retiarius,Retiarius
gladiator_gladiatrix,Gladiatrix,Gladiatrix
gladiator_sagittarius,Sagittarius,Sagittarius
martial,Marcus Valerius Martialis,Marcus Valerius Martialis
iuvenal,Decimus Iunius Iuvenalis,Decimus Iunius Iuvenalis
bard_end,New Month,New Month
commander_barracks,Praetor,Praetor
players_legion,Legio XXII Deiotariana,Legio XXII Deiotariana
players_aux_cav,Ala Italica,Ala Italica
players_aux_inf,Cohors Germania,Cohors Germania
players_infantry,Infantry Retinue,Infantry Retinue
players_cavalry,Cavalry Retinue,Cavalry Retinue
players_skirmisher,Skirmisher Retinue,Skirmisher Retinue
custom_infantry,Footman (custom),Footmen (custom)
custom_infantry_equip,Footman (custom),Footmen (custom)
custom_infantry_exp,Footman (exp) (custom),Footmen (exp) (custom)
custom_infantry_exp_equip,Footman (exp) (custom),Footmen (exp) (custom)
custom_infantry_vet,Footman (vet) (custom),Footmen (vet) (custom)
custom_infantry_vet_equip,Footman (vet) (custom),Footmen (vet) (custom)
custom_standard_bearer,Standardbearer (custom),Standardbearers (custom)
custom_standard_bearer_equip,Standardbearer (custom),Standardbearers (custom)
custom_hornman,Hornman (custom),Hornmen (custom)
custom_hornman_equip,Hornman (custom),Hornmen (custom)
custom_cav_barb,Melee Cavalry (custom),Melee Cavalry (custom)
custom_cav_barb_equip,Melee Cavalry (custom),Melee Cavalry (custom)
custom_cav_barb_vet,Melee Cavalry (vet) (custom),Melee Cavalry (vet) (custom)
custom_cav_barb_vet_equip,Melee Cavalry (vet) (custom),Melee Cavalry (vet) (custom)
custom_standard_bearer_cav,Cavalry Standardbearer (custom),Cavalry Standardbearers (custom)
custom_standard_bearer_cav_equip,Cavalry Standardbearer (custom),Cavalry Standardbearers (custom)
custom_skirmisher_cav,Skirmisher Cavalry (custom),Skirmisher Cavalry (custom)
custom_skirmisher_cav_equip,Skirmisher Cavalry (custom),Skirmisher Cavalry (custom)
custom_skirmisher_cav_vet,Skirmisher Cavalry (vet) (custom),Skirmisher Cavalry (vet) (custom)
custom_skirmisher_cav_vet_equip,Skirmisher Cavalry (vet) (custom),Skirmisher Cavalry (vet) (custom)
custom_skirmisher,Skirmisher (custom),Skirmishers (custom)
custom_skirmisher_equip,Skirmisher (custom),Skirmishers (custom)
custom_skirmisher_vet,Skirmisher (custom),Skirmishers (custom)
custom_skirmisher_vet_equip,Skirmisher (custom),Skirmishers (custom)
custom_archer,Archer (custom),Archers (custom)
custom_archer_equip,Archer (custom),Archers (custom)
custom_archer_vet,Archer (vet) (custom),Archers (vet) (custom)
custom_archer_vet_equip,Archer (vet) (custom),Archers (vet) (custom)
custom_standard_bearer_skirmisher,Skirmisher Standardbearer (custom),Skirmisher Standardbearers (custom)
custom_standard_bearer_skirmisher_equip,Skirmisher Standardbearer (custom),Skirmisher Standardbearers (custom)
custom_hornman_skirmisher,Skirmisher Hornman (custom),Skirmisher Hornmen (custom)
custom_hornman_skirmisher_equip,Hornman (custom),Hornmen (custom)
custom_legionary,Tiro Legionis (custom),Tirones Legionis (custom)
custom_legionary_equip,Tiro Legionis (custom),Tirones Legionis (custom)
custom_legionary_exp,Miles Legionis (custom),Milites Legionis (custom)
custom_legionary_exp_equip,Miles Legionis (custom),Milites Legionis (custom)
custom_legionary_vet,Evocatus Legionis (custom),Evocati Legionis (custom)
custom_legionary_vet_equip,Evocatus Legionis (custom),Evocati Legionis (custom)
custom_centurio,Centurio (custom),Centurii (custom)
custom_centurio_equip,Centurio (custom),Centurii (custom)
custom_aquilifer,Aquilifer (custom),Aquilifer (custom)
custom_aquilifer_equip,Aquilifer (custom),Aquilifer (custom)
custom_signifer,Signifer (custom),Signifer (custom)
custom_signifer_equip,Signifer (custom),Signifer (custom)
custom_vexilarius,Vexilarius (custom),Vexilarii (custom)
custom_vexilarius_equip,Vexilarius (custom),Vexilarii (custom)
custom_tribunus,Tribunus (custom),Tribuni (custom)
custom_tribunus_equip,Tribunus (custom),Tribuni (custom)
custom_primus_pilius,Primus Pilus (custom),Primi Pili (custom)
custom_primus_pilius_equip,Primus Pilus (custom),Primi Pili (custom)
custom_cornicen,Cornicen (custom),Cornicines (custom)
custom_cornicen_equip,Cornicen (custom),Cornicines (custom)
custom_aux_cornicern,Cornicen Auxiliari (custom),Cornicines Auxiliari (custom)
custom_aux_cornicern_equip,Cornicen Auxiliari (custom),Cornicines Auxiliari (custom)
custom_cav_vex,Vexilarius Equitem (custom),Vexilarii Equitem (custom)
custom_cav_vex_equip,Vexilarius Equitem (custom),Vexilarii Equitem (custom)
custom_cav_of,Decurio (custom),Decurii (custom)
custom_cav_of_equip,Decurio (custom),Decurii (custom)
custom_aux_centurio,Centurio Auxiliari (custom),Centurii Auxiliari (custom)
custom_aux_centurio_equip,Centurio Auxiliari (custom),Centurii Auxiliari (custom)
custom_aux_signifer,Signifer Auxiliari (custom),Signifer Auxiliari (custom)
custom_aux_signifer_equip,Signifer Auxiliari (custom),Signifer Auxiliari (custom)
custom_aux_cav,Auxilia Eques (custom),Auxilia Equites (custom)
custom_aux_cav_equip,Auxilia Eques (custom),Auxilia Equites (custom)
custom_cav,Auxilia Equites Sagittarius (custom),Auxilia Equites Sagittarii (custom)
custom_cav_equip,Auxilia Equites Sagittarius (custom),Auxilia Equites Sagittarii (custom)
custom_aux_spear,Auxilia Hastatus (custom),Auxilia Hastati (custom)
custom_aux_spear_equip,Auxilia Hastatus (custom),Auxilia Hastati (custom)
custom_aux_miles,Auxilia Miles (custom),Auxilia Milites (custom)
custom_aux_miles_equip,Auxilia Miles (custom),Auxilia Milites (custom)
custom_balista,Ballistarius (custom),Ballistarii (custom)
custom_balista_equip,Ballistarius (custom),Ballistarii (custom)
custom_sagitarius,Sagittarius (custom),Sagittarii (custom)
custom_sagitarius_equip,Sagittarius (custom),Sagittarii (custom)
custom_troops_end,na,na
inventory_backup,Inventory,Inventory
pseudo_troop_end,Second Outfit,pseudo_troop_end
follower_party_mules,follower_party_mules,follower_party_mules
senator,Senator,Senators
senator_dummy,Speaker,Speakers
sailor,Nauta,Nautae
teacher,Magister Ludi,Magister Ludi
administrator,Administrator,Administrator
grape_master,Master of Grapes,Master of Grapes
wine_master,Master of Wine,Master of Wine
oil_master,Master of Oil,Master of Oil
olives_master,Master of Olives,Master of Olives
smith_master,Blacksmith,Blacksmith
cattle_master,Cattle Master,Cattle Master
butcher_master,Butcher,Butcher
fish_master,Master of Fish,Master of Fish
fruit_master,Master of Fruit,Master of Fruit
grain_master,Master of Grain,Master of Grain
master_baker,Baker,Baker
master_pottery,Potter Master,Potter Master
master_sheep,Shepherd,Shepherd
master_breeder,Master Breeder,Master Breeder
master_cheeser,Master Cheeser,Master Cheeser
master_tanner,Master Tanner,Master Tanner
master_weaver,Master Weaver,Master Weaver
master_inn,Innkeeper,Innkeeper
master_merchant,Merchant,Merchant
master_silk,Master of Silk,Master of Silk
courtier,Courtier,Courtiers
courtier_female,Courtier,Courtiers
courtier_locusta,Locusta,Locusta
courtier_crispinilla,Calvia Crispinilla,Calvia Crispinilla
director_akademia,Philo,Philo
alexandrian_library,Tiberius Claudius Balbilus,Tiberius Claudius Balbilus
elephant,Elephant,elephants
wild_cat,Lion,lions
wild_cat_2,Leopard,leopards
wolf,Wolf,wolves
argentarius,Argentarius,Argentarius
suppliciant,Supplicant,Supplicantw
suppliciant_female,Supplicant,Supplicantw
minotau,Minotaur,Minotaur
desperatius,Gaius Desperatius,Gaius Desperatius
