stringsfile version 1
8840
str_no_string NO_STRING!
str_village_alt_prosperity_40 The_fields_and_orchards_are_busy,_with_villagers_engaged_in_the_tasks_of_the_seasons._Humans_and_animals_alike_look_relatively_healthy_and_well-fed._However,_a_small_number_of_the_outermost_fields_are_left_unsewn,_and_some_walls_are_in_ill_repair,_suggesting_that_there_are_still_not_quite_enough_hands_to_do_all_the_work_which_needs_to_be_done.
str_village_alt_prosperity_60 The_fields_and_orchards_are_humming_with_activity,_with_filled_sacks_of_grain_and_drying_meat_testifying_to_the_productivity_of_the_village's_cropland_and_pastureland.
str_village_alt_prosperity_80 The_fields_and_orchards_are_humming_with_activity,_with_freshly_dug_irrigation_ditches_suggest_that_the_farmers_have_enough_spare_time_and_energy_to_expand_area_under_cultivation._Seasonal_laborers_appear_to_be_flocking_here_to_help_with_the_work_and_join_in_the_general_prosperity.
str_oasis_village_alt_prosperity_0 The_palm_groves_are_virtually_abandoned,_and_the_canals_which_irrigate_them_are_clogged_with_silt._The_handful_of_villagers_you_see_look_malnourished_and_restless._The_draft_animals_have_long_since_starved_or_were_eaten,_although_a_few_carcasses_still_lie_on_the_outskirts,_their_bones_knawed_by_the_wild_jackals_of_the_desert.
str_oasis_village_alt_prosperity_20 Few_villagers_can_be_seen_tending_to_the_palm_groves,_and_in_places,_the_desert_dunes_appear_to_be_encroaching_on_the_gardens._Many_of_the_canals_are_clogged_with_silt,_and_the_wells_and_cisterns_are_filled_with_sand.
str_oasis_village_alt_prosperity_40 Men_and_women_are_busy_tending_the_palm_groves,_climbing_to_the_tops_of_trees_to_pollinate_the_fruit._Healthy_animals_draw_the_pumps_and_wheels_that_bring_water_to_the_fields._Some_of_the_irrigation_canals_and_cisterns,_however,_could_use_some_maintenance.
str_oasis_village_alt_prosperity_60 The_palm_groves_and_orchards_are_humming_with_activity._Farmers_call_to_each_other_cheerfully_from_the_tops_of_the_trees,_where_they_pollinate_the_date_fruit._The_creak_of_wooden_pumps,_the_bellowing_of_draft_animals,_and_the_rush_of_flowing_water_speak_of_an_irrigation_system_that_is_thriving_under_the_villagers'_attention.
str_oasis_village_alt_prosperity_80 The_palm_groves_are_humming_with_activity,_as_farmers_load_up_a_bumper_crop_of_dates_for_sale_to_the_market._Men_and_women_are_hard_at_work_digging_new_wells_and_canals,_to_bring_additional_land_under_irrigation.
str_acres_grain acres_of_grainfields
str_acres_orchard acres_of_orchards_and_vineyards
str_acres_oasis acres_of_irrigated_oasis_gardens
str_looms looms
str_silver_smiths silver_smiths
str_boats boats
str_head_cattle head_of_cattle
str_head_horses number_of_horses
str_head_sheep head_of_sheep
str_amber_riverbeds beaches_and_riverbeds_with_amber
str_frankincense_trade frankincense_traders
str_perfume_factory perfume_workshops
str_mills mills
str_kilns kilns
str_pans pans
str_deposits deposits
str_woods woods
str_hives hives
str_breweries breweries
str_presses presses
str_smithies smithies
str_caravans overland_caravans
str_traps traps
str_gardens small_gardens
str_tanneries tanning_vats
str_master_miller Master_miller
str_master_brewer Master_brewer
str_master_presser Master_presser
str_master_smith Master_smith
str_master_tanner Master_tanner
str_master_weaver Master_weaver
str_master_dyer Master_dyer
str_war_report_minus_4 we_are_about_to_lose_the_war
str_war_report_minus_3 the_situation_looks_bleak
str_war_report_minus_2 things_aren't_going_too_well_for_us
str_war_report_minus_1 we_can_still_win_the_war_if_we_rally
str_war_report_0 we_are_evenly_matched_with_the_enemy
str_war_report_plus_1 we_have_a_fair_chance_of_winning_the_war
str_war_report_plus_2 things_are_going_quite_well
str_war_report_plus_3 we_should_have_no_difficulty_defeating_them
str_war_report_plus_4 we_are_about_to_win_the_war
str_persuasion_summary_very_bad You_try_your_best_to_persuade_{s50},_but_none_of_your_arguments_seem_to_come_out_right._Every_time_you_start_to_make_sense,_you_seem_to_say_something_entirely_wrong_that_puts_you_off_track._By_the_time_you_finish_speaking_you've_failed_to_form_a_single_coherent_point_in_your_own_favor,_and_you_realise_that_all_you've_done_was_dig_yourself_deeper_into_a_hole._Unsurprisingly,_{s50}_does_not_look_impressed.
str_persuasion_summary_bad You_try_to_persuade_{s50},_but_{reg51?she:he}_outmanoeuvres_you_from_the_very_start._Even_your_best_arguments_sound_hollow_to_your_own_ears._{s50},_likewise,_has_not_formed_a_very_high_opinion_of_what_you_had_to_say.
str_persuasion_summary_average {s50}_turns_out_to_be_a_skilled_speaker_with_a_keen_mind,_and_you_can't_seem_to_bring_forth_anything_concrete_that_{reg51?she:he}_cannot_counter_with_a_rational_point._In_the_end,_neither_of_you_manage_to_gain_any_ground_in_this_discussion.
str_persuasion_summary_good Through_quick_thinking_and_smooth_argumentation,_you_manage_to_state_your_case_well,_forcing_{s50}_to_concede_on_several_points._However,_{reg51?she:he}_still_expresses_doubts_about_your_request.
str_persuasion_summary_very_good You_deliver_an_impassioned_speech_that_echoes_through_all_listening_ears_like_poetry._The_world_itself_seems_to_quiet_down_in_order_to_hear_you_better_._The_inspiring_words_have_moved_{s50}_deeply,_and_{reg51?she:he}_looks_much_more_well-disposed_towards_helping_you.
str_secret_sign_1 The_armoire_dances_at_midnight...
str_secret_sign_2 I_am_selling_these_fine_Parthian_tapestries._Would_you_like_to_buy_some?
str_secret_sign_3 The_friend_of_a_friend_sent_me...
str_secret_sign_4 The_wind_blows_hard_from_the_east_and_the_river_runs_red...
str_countersign_1 But_does_he_dance_for_the_dresser_or_the_candlestick?
str_countersign_2 Yes_I_would,_do_you_have_any_in_blue?
str_countersign_3 But,_my_friend,_your_friend's_friend_will_never_have_a_friend_like_me.
str_countersign_4 Have_you_been_sick?
str_name_1 Julianus
str_name_2 Otho
str_name_3 Sigmar
str_name_4 Josua
str_name_5 Muscullus
str_name_6 Praetheus
str_name_7 Odibus
str_name_8 Josefus
str_name_9 Hannibal
str_name_10 Rastrubal
str_name_11 Shulk
str_name_12 Euflux
str_name_13 Tamus
str_name_14 Remus
str_name_15 Remulus
str_name_16 Tertius
str_name_17 Remur
str_name_18 Auguryn
str_name_19 Daynad
str_name_20 Joayah
str_name_21 Ramar
str_name_22 Caldaran
str_name_23 Brabas
str_name_24 Ali_Baba
str_name_25 Odemus
str_surname_1 {s50}_the_Ugly
str_surname_2 {s50}_the_Fat
str_surname_3 {s50}_the_Rat
str_surname_4 {s50}_the_Pig
str_surname_5 {s50}_the_Runner
str_surname_6 {s50}_the_Stupid
str_surname_7 {s50}_the_Bold
str_surname_8 {s50}_the_Old
str_surname_9 {s50}_the_Young
str_surname_10 {s50}_the_White
str_surname_11 {s50}_of_Zendar
str_surname_12 {s50}_the_Handsome
str_surname_13 {s50}_the_Traveller
str_surname_14 {s50}_the_Murderer
str_surname_15 {s50}_the_Mouse
str_surname_16 {s50}_the_Horse
str_surname_17 {s50}_the_Snake
str_surname_18 {s50}_of_Hanun
str_surname_19 {s50}_of_Saren
str_surname_20 {s50}_of_Tosdhar
str_surname_21 {s50}_the_Long
str_surname_22 {s50}_the_Gaunt
str_surname_23 {s50}_Silkybeard
str_surname_24 {s50}_the_Sparrow
str_surname_25 {s50}_the_Pauper
str_surname_26 {s50}_the_Scarred
str_surname_27 {s50}_the_Fair
str_surname_28 {s50}_the_Grim
str_surname_29 {s50}_the_Red
str_surname_30 {s50}_the_Black
str_surname_31 {s50}_the_Tall
str_surname_32 {s50}_Star-Eyed
str_surname_33 {s50}_the_Fearless
str_surname_34 {s50}_the_Valorous
str_surname_35 {s50}_the_Cunning
str_surname_36 {s50}_the_Coward
str_surname_37 {s50}_Bright
str_surname_38 {s50}_the_Quick
str_surname_39 {s50}_the_Minstrel
str_surname_40 {s50}_the_Bold
str_surname_41 {s50}_Hot-Head
str_surnames_end surnames_end
str_number_of_troops_killed_reg1 Number_of_troops_killed:_{reg1}
str_number_of_troops_wounded_reg1 Number_of_troops_wounded:_{reg1}
str_number_of_own_troops_killed_reg1 Number_of_friendly_troops_killed:_{reg1}
str_number_of_own_troops_wounded_reg1 Number_of_friendly_troops_wounded:_{reg1}
str_retreat Retreat!
str_siege_continues Fighting_Continues...
str_casualty_display Your_casualties:_{s10}^Enemy_casualties:_{s11}{s12}
str_casualty_display_hp ^You_were_wounded_for_{reg1}_hit_points.
str_quest_log_updated Quest_log_has_been_updated...
str_banner_selection_text You_have_been_awarded_the_right_to_carry_a_banner._Your_banner_will_signify_your_status_and_bring_you_honour._Which_banner_do_you_want_to_choose?
str_retirement_text_1 Soon_your_name_will_be_forgotten.
str_retirement_text_2 Maybe_some_people_will_speak_about_your_deeds,_but_soon_your_name_will_be_forgotten.
str_retirement_text_3 One_or_two_tears_will_be_shed_due_to_your_death,_but_soon_you_enter_the_realm_of_Oblivion.
str_retirement_text_4 There_are_people_who_mourn_over_your_death,_and_speak_about_your_deeds.
str_retirement_text_5 Even_many_years_after_your_death,_one_can_hear_people_talk_about_your_deeds.
str_retirement_text_6 Decades_after_your_death,_people_still_talk_about_your_deeds.
str_retirement_text_7 Rumors_of_your_death_fly_through_the_Empire,_and_even_decades_later,_people_still_talk_about_your_deeds.
str_retirement_text_8 The_news_of_your_death_are_the_talk_of_the_Empire,_even_decades_later,_people_still_talk_about_your_deeds.
str_retirement_text_9 The_news_of_your_death_are_the_talk_of_the_Empire._Even_long_after_your_death,_people_still_talk_about_your_deeds.
str_retirement_text_10 Rumors_of_your_death_shaken_the_Empire._Some_people_are_happy_others_mourn_about_the_news._And_even_long_after_the_Imperium_Romanum_has_crumbled_to_dust,_your_name_can_be_heard.
str_loot_village attack_innocent_villagers
str_steal_from_villagers steal_from_poor_villagers
str_rob_caravan rob_a_merchant_caravan
str_sell_slavery sell_people_into_slavery
str_flog_slave senselessly_flogging_and_torturing_slaves
str_kill_slave senselessly_murdering_slaves
str_men_hungry run_out_of_food
str_men_unpaid not_be_able_to_pay_the_men
str_excessive_casualties turn_every_battle_into_a_bloodbath_for_our_side
str_surrender surrender_to_the_enemy
str_flee_battle run_from_battle
str_pay_bandits pay_off_common_bandits
str_fail_quest fail_a_quest_which_we_undertook_on_word_of_honour
str_squander_money squander_money_given_to_us_in_trust
str_murder_merchant involve_ourselves_in_cold-blooded_murder
str_round_up_serfs round_up_slaves_on_behalf_of_some_noble
str_battle_fate_1 We_were_separated_in_the_heat_of_battle
str_battle_fate_2 I_was_wounded_and_left_for_dead
str_battle_fate_3 I_was_knocked_senseless_by_the_enemy
str_battle_fate_4 I_was_taken_and_held_for_ransom
str_battle_fate_5 I_got_captured,_but_later_managed_to_escape
str_npc_morale_report I'm_{s6}_your_choice_of_companions,_{s7}_your_style_of_leadership,_and_{s8}_the_general_state_of_affairs
str_happy happy_about
str_content content_with
str_concerned concerned_about
str_not_happy not_at_all_happy_about
str_miserable downright_appalled_at
str_morale_reg1 _Morale:_{reg1}
str_bar_enthusiastic ___________________Enthusiastic
str_bar_content ______________Content
str_bar_weary __________Weary
str_bar_disgruntled _____Disgruntled
str_bar_miserable __Miserable
str_here_plus_space here_
str_npc1_intro Ho_there,_traveller._You_wouldn't_by_chance_be_in_the_market_for_a_tracker,_would_you?
str_npc2_intro Salve!_Would_you_be_so_kind_as_to_have_a_cup_with_me?_I'm_down_to_my_last_five_denars_and_I'd_rather_not_drink_alone.
str_npc3_intro Salve_and_good_day_to_you!
str_npc4_intro Greetings,_stranger._You_want_a_drink?
str_npc5_intro Greetings,_traveller._Would_you_join_me_for_a_drink?
str_npc6_intro I_am_lost..._Lost...
str_npc7_intro Yes?_Keep_your_distance,_by_the_way.
str_npc8_intro Hey,_what_do_you_want?
str_npc9_intro Ave,_good_{man/woman}._Would_you_be_so_kind_as_to_fetch_me_another_drink,_eh?
str_npc10_intro Greetings_there,_{Brother/Sister}!_Here's_to_the_doom_and_downfall_of_mankind!
str_npc11_intro Ave,_{laddie/lassie}._Have_a_drink_on_me.
str_npc12_intro Greetings,_fellow_traveller._Perhaps_you_can_help_me.
str_npc13_intro Greetings,_warrior._I_am_Chanakya._No_doubt_you_will_have_heard_of_me.
str_npc14_intro Salve._What_is_it_you_wish?
str_npc15_intro Ave!_Say,_friend,_are_you_by_chance_heading_out_of_town_anytime_soon?
str_npc16_intro Hello_there._From_the_look_of_you,_I'd_say_you're_expecting_to_get_into_some_fights_in_the_near_future._Are_you_by_any_chance_looking_for_some_help?
str_npc17_intro Ahoy_there,_commander._I_see_you_can_handle_yourself_on_the_field_of_battle,_but_are_you_any_good_at_sea?_What_you_need_is_a_seasoned_skipper_in_your_crew,_or_you_are_just_asking_to_get_sunk!
str_npc18_intro Ave!_Would_you_join_me_for_a_drink?
str_npc19_intro Ave!_Vinum_bonum_deorum_donum!_I_always_say.
str_npc20_intro Ave!_Here_have_a_drink_with_me._Ergo_bibamus!
str_npc21_intro Ave!_The_wine_here_tastes_awful_if_you_ask_me...
str_npc22_intro Ave!_Here_take_a_cup!_Nunc_est_bibendum!
str_npc23_intro Ave!_What_can_I_do_for_you?
str_npc24_intro Ave!_How_can_I_help?
str_npc25_intro Ave!_What_do_you_want,_stranger?
str_npc26_intro Ave!_Here_take_some_wine._Multae_sunt_causae_bibendi!
str_npc27_intro Greetings!_Perhaps_we_could_converse_about_the_current_political_affairs_of_the_realm?
str_npc28_intro Ave,_stranger.
str_npc29_intro Ave!_You_want_a_drink?
str_npc30_intro Ave!_If_you_want_a_drink,_the_tavernkeeper_is_over_there.
str_npc31_intro {!}.
str_npc32_intro Getting_ready_for_campaign,_Dominus?_It's_always_good_to_see_such_a_fine_group_of_men_under_Rome's_banners!_How_I_wish_I_was_going_with_you_to_serve_Rome_just_like_my_proud_ancestors_did..._Say,_maybe_you_are_looking_for_an_apprentice?
str_npc33_intro Are_you_by_any_chance_moving_out_of_the_town_with_an_army_soon,_Dominus?_How_I_wish_I_was_going_with_a_good_commander_to_serve_Rome_just_like_my_proud_ancestors_did...
str_npc34_intro Ave_{Dominus/Domina}._Aren't_you,_by_any_chance_leaving_this_town_soon?
str_npc35_intro {!}
str_npc36_intro [He_gives_salute_before_you_in_military_fashion.]_Ave_{Dominus/Domina}.
str_npc37_intro Ave_Dominus,_are_you_in_need_of_a_chronicler_for_your_victories_in_this_world?
str_npc38_intro Ave_good_dominus,_seem_you're_eager_to_leave_this_town,_can_I_ask_for_some_of_your_time?
str_npc39_intro {!}
str_npc40_intro Hey_my_friend._Are_you_by_chance_hiring_men?_I_am_looking_for_work.
str_npc41_intro {!}
str_npc42_intro Aye,_stranger._How_can_I_help_you?
str_npc1_intro_response_1 Perhaps._What's_the_urgency?
str_npc2_intro_response_1 Your_last_five_denars?_What_happened_to_you?
str_npc3_intro_response_1 Ave!_What's_a_clearly_well-brought_up_young_lady_like_you_doing_in_a_place_like_this?
str_npc4_intro_response_1 May_I_ask_who_you_are?
str_npc5_intro_response_1 Certainly._With_whom_do_I_have_the_pleasure_of_drinking?
str_npc6_intro_response_1 Why_so_gloomy,_friend?
str_npc7_intro_response_1 My_apologies._I_was_merely_going_to_say_that_you_look_a_bit_down_on_your_luck.
str_npc8_intro_response_1 Merely_to_pass_the_time_of_day,_if_you're_not_otherwise_engaged.
str_npc9_intro_response_1 You_must_have_me_confused_with_the_tavernkeep.
str_npc10_intro_response_1 Why_do_you_say_that?
str_npc11_intro_response_1 What's_the_occasion?
str_npc12_intro_response_1 How_is_that?
str_npc13_intro_response_1 Um..._I_don't_think_so.
str_npc14_intro_response_1 To_pass_the_time_of_day_with_a_fellow_traveller,_if_you_permit.
str_npc15_intro_response_1 I_am._What_concern_is_it_of_your,_may_I_ask?
str_npc16_intro_response_1 I_could_be._What's_your_story?
str_npc17_intro_response_1 Why?_Are_you_a_sailor?
str_npc18_intro_response_1 I_am_looking_for_men.
str_npc19_intro_response_1 I_am_looking_for_men.
str_npc20_intro_response_1 I_am_looking_for_men.
str_npc21_intro_response_1 I_am_looking_for_men.
str_npc22_intro_response_1 I_am_looking_for_men.
str_npc23_intro_response_1 I_am_looking_for_men.
str_npc24_intro_response_1 I_am_looking_for_men.
str_npc25_intro_response_1 I_am_looking_for_men.
str_npc26_intro_response_1 I_am_looking_for_men.
str_npc27_intro_response_1 You_seem_like_a_respectable_warrior._I'd_like_to_know_more_about_you
str_npc28_intro_response_1 I_am_looking_for_men.
str_npc29_intro_response_1 I_am_looking_for_men.
str_npc30_intro_response_1 I_am_looking_for_men.
str_npc31_intro_response_1 {!}.
str_npc32_intro_response_1 Hmm,_you_think_you_are_ready?
str_npc33_intro_response_1 Indeed_I_lead_a_fine_army.
str_npc34_intro_response_1 Indeed_I_am._Why_you_ask?
str_npc35_intro_response_1 {!}
str_npc36_intro_response_1 Ave_[You_respond]._It's_not_common_to_see_Roman_tribunus_in_such_a_lowly_place_and_among_such..._ordinary_people.
str_npc37_intro_response_1 A_chronicler,_interesting,_tell_me_more_about_you_and_maybe_you_can_convince_me
str_npc38_intro_response_1 Perhaps_I_do,_what's_the_matter?
str_npc39_intro_response_1 {!}
str_npc40_intro_response_1 Perhaps._What's_your_skills?
str_npc41_intro_response_1 {!}
str_npc42_intro_response_1 I_noticed_your_ringsword._You_are_Sarmatian?
str_npc1_intro_response_2 Step_back,_sir,_and_keep_your_hand_away_from_my_purse.
str_npc2_intro_response_2 I_have_better_things_to_do.
str_npc3_intro_response_2 Run_along_now,_girl._I_have_work_to_do.
str_npc4_intro_response_2 Eh?_No_thanks,_I_don't_want_any.
str_npc5_intro_response_2 I_have_no_time_for_that.
str_npc6_intro_response_2 No_doubt._Well,_good_luck_getting_found.
str_npc7_intro_response_2 Right._I'll_not_bother_you,_then.
str_npc8_intro_response_2 Nothing_at_all,_from_one_so_clearly_disinclined_to_pleasantries._Good_day_to_you.
str_npc9_intro_response_2 Fetch_it_yourself!
str_npc10_intro_response_2 That's_rebel_talk,_and_I'll_hear_none_of_it._Good_day_to_you.
str_npc11_intro_response_2 I_think_not,_madame.
str_npc12_intro_response_2 Sorry,_I_am_afraid_that_I_am_otherwise_engaged_right_now.
str_npc13_intro_response_2 No,_and_I_can't_say_that_I_much_want_to_make_your_acquaintance.
str_npc14_intro_response_2 Nothing_at_all._My_apologies.
str_npc15_intro_response_2 I'd_be_obliged_if_you_minded_your_own_business,_sir.
str_npc16_intro_response_2 Mind_your_own_business,_lass.
str_npc17_intro_response_2 Rome_has_conquered_all_with_our_marching_armies._Begone,_you_miserable_fisherman!
